Date,Start,End,Duration,Status,Activity,Description,Competencies,Edit,Coach Notes,Delete,Submission History
27/08/2025,1:30 PM,5:00 PM,210,Referred,Live Sessions,"During this session, I deepened my knowledge of fundamental Python data structures - including lists, sets, and dictionaries - and applied these to practical data analysis tasks. I wrote functions to transform data between types, such as creating dictionaries from lists, which reinforced my understanding of data organisation and manipulation.

A key focus was data quality and risk mitigation. I implemented an error_catching function to ensure input data was of the correct type, demonstrating how to identify potential issues and handle them proactively. I also explored analytical techniques, including counting duplicates and grouping data alphabetically, which are foundational forms of data mining and pattern recognition.

The session gave me hands-on experience in implementing stages of the data analysis lifecycle, particularly data processing, classification, and interpretation. I applied classification principles by categorising names into dictionary keys based on their first letter, and used sets to identify unique elements, improving my ability to analyse and structure datasets effectively.

Working in the Jupyter Notebook environment, I practised creating reusable functions and organising code for clarity and efficiency. The workshop encouraged collaboration and professional communication, allowing discussion and idea-sharing with peers and tutors. Through trial and error, I applied logical and analytical thinking, debugged errors, and built robust solutions, enhancing both my technical skills and resilience in problem-solving.

Outputs from this session included structured dictionaries representing organised and validated data, and functions capable of automating routine analytical tasks—tools that can be applied to a range of datasets in future work.",S13 K6 K8 K11 S2 S3 S4 S6 S14 S15 B1 B2 B3 B4 B5 B6," - ",Please see my feedback on your other entries. Excellent detail but you have not specific any new learning.," - "," - "
20/08/2025,9:00 AM,12:00 PM,180,Approved,Portfolio Development,"In this entry, I learned how to formalise technical notes into a structured project scoping document that aligns with apprenticeship and organisational requirements. This was the first time I translated a technical task I had already completed (running supplier data through a pipeline) into a structured project proposal format.

Through this, I gained experience in:

Framing a technical workflow as a business problem - explaining why data standardisation matters for efficiency, trust, and decision-making.

Defining candidate datasets and preprocessing needs - describing data sources, formats, and the steps needed to make them usable.

Outlining proposed methods and outputs - justifying tool choices (e.g., PySpark, Hive SQL, Cloudera) and clarifying what the project will deliver (tables, logs, and a consolidated data dictionary).

Measuring business impact - identifying success criteria such as reduced manual effort, improved accuracy, and faster issue resolution.

Recognising risks and limitations - such as supplier data issues, air-gapped environment restrictions, or the need for stakeholder buy-in.

This exercise improved my ability to think beyond the technical detail and instead connect the work to organisational goals, risks, and impact. It also gave me practice in writing for stakeholders by making the project accessible to non-technical readers, while still showing the depth of the technical plan.",K10 S4 B3 B4 S11 K4 K8 K9," - "," - "," - "," - "
18/08/2025,2:00 PM,5:00 PM,180,Approved,Portfolio Development,"While preparing notes on a new task I had completed - running data through a pipeline and assessing data quality - I gained a structured understanding of the end-to-end workflow involved. This included reviewing supplier metadata, collating documentation into a usable data dictionary, and identifying where discrepancies or gaps might impact downstream users.

I learned how to systematically test and validate a pipeline, including creating schemas, running pipeline stages, reviewing logs, and using SQL/PySpark to explore issues such as duplicate columns or invisible characters. This gave me a stronger grasp of how to align data quality checks with metadata requirements and how to communicate unexpected findings to stakeholders.

These notes helped me break down a complex technical process into clear steps, which not only improved my own understanding but will also support my later portfolio writing and help explain technical work to others. This activity has strengthened my confidence in both pipeline development and in applying a structured, analytical approach to diagnosing data issues.",B2 S15 S6 S2 K8 K3 K5 K6 B4," - "," - "," - "," - "
23/07/2025,9:00 AM,12:00 PM,180,Approved,Portfolio Development,"In this portfolio revision, I expanded my writing to cover organisational data policies, ethical considerations of data use, and the different types, sources, and storage of data.

I learned how my organisation’s strict rules and policies around data access and security directly shape my day-to-day tasks, such as working in controlled environments, using VPN access, and following mandatory training. This has given me a clearer understanding of how organisational standards not only protect sensitive data but also improve data quality.

I also developed a stronger awareness of the ethical dimensions of working with data, including the importance of transparency, fairness, and accountability. This has improved my ability to recognise potential risks like bias or misuse and to consider the broader impact of data analysis.

Finally, I gained a clearer technical understanding of the difference between structured and unstructured data and the challenges of working with unstructured sources. I also improved my knowledge of how data is stored in distributed systems such as HDFS, organised into relational tables, and accessed using tools like Hive, Impala, and Hue. This gives me a stronger foundation for understanding how large-scale data architecture supports my work.

This activity has therefore strengthened both my technical and ethical grounding — improving my confidence in describing how data is governed, used, and stored across my organisation.",K15 K2 K5 K6 B1 B4," - "," - "," - "," - "
21/07/2025,2:00 PM,5:00 PM,180,Approved,Portfolio Development,"While working on the first draft of my portfolio, I learned how to structure an introduction that clearly explains both my organisation and my role. This exercise improved my ability to communicate technical and organisational context in a concise, professional way. By researching and writing about the ONS, I gained a deeper understanding of its vision, goals, and values, as well as how my role as an Apprentice Data Architect/Engineer contributes to its wider mission.

I also developed a stronger awareness of how data regulations such as GDPR and the handling of Personal Identifiable Information (PII) apply in practice at the ONS. This has improved my confidence in describing the legal framework that governs data use and how it directly affects the responsibilities of my role.

This activity has given me a clearer picture of the connection between organisational objectives, my day-to-day tasks, and the importance of working securely and in line with legislation. It has also enhanced my ability to explain my work to different audiences, which will support future portfolio writing and stakeholder engagement.",B1 S12 K9 K7 K1," - "," - "," - "," - "
18/07/2025,2:00 PM,5:00 PM,180,Referred,Portfolio Development,"While working on the first draft of my portfolio, I learned how to structure an introduction that clearly explains both my organisation and my role. This exercise improved my ability to communicate technical and organisational context in a concise, professional way. By researching and writing about the ONS, I gained a deeper understanding of its vision, goals, and values, as well as how my role as an Apprentice Data Architect/Engineer contributes to its wider mission.

I also developed a stronger awareness of how data regulations such as GDPR and the handling of Personal Identifiable Information (PII) apply in practice at the ONS. This has improved my confidence in describing the legal framework that governs data use and how it directly affects the responsibilities of my role.

This activity has given me a clearer picture of the connection between organisational objectives, my day-to-day tasks, and the importance of working securely and in line with legislation. It has also enhanced my ability to explain my work to different audiences, which will support future portfolio writing and stakeholder engagement.",K7 K12 B1 B3 K9 K1," - ",This learning is the same as your other entry. Please identify some new learning.," - "," - "
21/08/2025,3:00 PM,4:00 PM,60,Approved,Workplace Development,"learning activity: I learned how to use regex in combination with valid value to trim whitespace from the beginning and end of a string. Previously, I thought trimming would require separate steps, but now I know it can be done in one concise expression. This has improved my efficiency when cleaning data, as I can streamline validation and formatting in a single step. It also gives me a better understanding of how regex can be applied in practical data cleaning scenarios.",S15 S6 K3 B4 K5," - "," - "," - "," - "
15/08/2025,12:00 PM,12:30 PM,30,Approved,Workplace Development,"I learned how to use relative imports for packages in a large PySpark project, including importing YAML configuration files from different modules. I now understand how relative imports help maintain modular project structure, avoid hard-coded paths, and make code more reusable and easier to maintain. This has improved my ability to organise PySpark projects logically, strengthened my understanding of package structure, and given me confidence in linking configuration files across multiple modules efficiently.",K6 S15 B4 S4 B5," - "," - "," - "," - "
14/08/2025,2:30 PM,4:30 PM,120,Approved,Workplace Development,"I learned how to set up a YAML/YML file, including proper file structure and syntax. I learned how to link the YAML file to other files and databases, and how to use it as an ETL schema file to define data sources, transformations, and outputs. I also explored generating outputs for Hive tables from the YAML configuration. This has improved my understanding of structuring configuration files for ETL workflows, strengthened my ability to connect data sources programmatically, and given me confidence in using YAML to automate and standardise data pipelines.""",B4 B5 K6 K3 S15 S4," - "," - "," - "," - "
14/08/2025,12:00 PM,1:00 PM,60,Approved,Workplace Development,"I learned what a YAML/YML file is — a human-readable data serialization format often used for configuration, data exchange, or defining structured information. I now understand that YAML files can be used to store configuration settings for applications, define schemas, manage deployment pipelines, or structure metadata in a readable format. This has improved my understanding of how structured configuration files can support reproducible workflows and given me confidence in using YAML for organising data and application settings.",B5 K6 S15 B4," - "," - "," - "," - "
13/08/2025,3:05 PM,3:25 PM,20,Approved,Self-led Learning on EDUKATE,"I learned about types of cardinality in relationships between database tables: One-to-One, One-to-Many, and Many-to-Many. I also learned about different types of SQL joins — Left, Right, Inner, and Full Outer — and how they affect the resulting dataset when combining tables. This has improved my understanding of how data is related across tables, strengthened my ability to design queries that correctly combine information, and given me confidence in selecting the appropriate join type depending on the analysis required.",B5 S15 S4 K6 B4," - "," - "," - "," - "
13/08/2025,2:45 PM,3:05 PM,20,Approved,Self-led Learning on EDUKATE,"I learned key Python programming constructs, including Sequencing, Selection, and Iteration. I explored the 'Don't Repeat Yourself' (DRY) principle, which encourages writing reusable code to avoid duplication. I also learned the difference between for and while loops: for loops iterate over a list or iterable, whereas while loops continue until a specified condition is no longer met. This has improved my understanding of control flow and iteration in Python, strengthened my ability to write efficient, reusable code, and given me confidence in selecting the most appropriate loop construct depending on the task.",B5 K6 S4 S15 B4," - "," - "," - "," - "
13/08/2025,1:30 PM,2:00 PM,30,Approved,Self-led Learning on EDUKATE,"I gained an initial understanding of dirty data and the six data quality dimensions: Completeness, Uniqueness, Timeliness, Validity, Accuracy, and Consistency. I learned the options available when an error is found, including accepting, rejecting, correcting, or applying a default value. I also explored the difference between functional requirements (specific demands) and non-functional requirements (performance characteristics), and the distinction between explicit knowledge (easily articulated) and tacit knowledge (experience-based and subjective). This has improved my understanding of assessing data quality, managing errors, and recognising different types of knowledge relevant to data projects.",S6 K8 K9 B4 S14 K3," - "," - "," - "," - "
13/08/2025,12:30 PM,1:15 PM,45,Approved,Self-led Learning on EDUKATE,"I learned about key data legislation, including GDPR (EU), CalOPPA and CCPA (US), HIPAA, and GBLA. I now understand the roles of data controllers (decision makers) and data processors (who act on behalf of controllers). I also learned the concept of consent — that it must be understandable, purpose-driven, and time-bound — and explored the seven key GDPR principles. Additionally, I learned practical questions to ask about data, such as its origin, whether consent has been obtained, and whether processes are being documented. This has improved my awareness of legal requirements for handling personal data and strengthened my ability to ensure compliance in data projects.",S1 B7 B4 K2 K1," - "," - "," - "," - "
13/08/2025,11:45 AM,12:30 PM,45,Approved,Self-led Learning on EDUKATE,"I learned that ethics also applies to machine learning, including the challenge of programming automated systems to make ethical decisions without harming people. I learned how ML systems can reinforce real-world biases if not carefully designed. I explored the OECD AI ethics principles, which emphasise respecting humans, respecting the planet, implementing safeguards, being transparent, robust, and accountable. I also learned how companies can act ethically when releasing products with unknown repercussions, such as the limited release of GPT-2 before understanding its potential misuse for spam. This has improved my awareness of ethical considerations in AI development and strengthened my ability to critically evaluate the implications of deploying machine learning systems.",K1 B6 B4 S12 K14 K8," - "," - "," - "," - "
13/08/2025,11:30 AM,11:45 AM,15,Approved,Self-led Learning on EDUKATE,"I learned the definitions of personal data, including information that is directly or indirectly identifiable and sensitive. I also learned the difference between anonymised and pseudonymised data: anonymised data cannot be traced back to an individual, whereas pseudonymised data can be re-identified with additional information. This has improved my understanding of data privacy principles and given me a clearer framework for handling sensitive data responsibly in compliance with regulations.",K2 S1 K8 K1 B4," - "," - "," - "," - "
13/08/2025,11:00 AM,11:30 AM,30,Approved,Self-led Learning on EDUKATE,"I learned about how organisations acquire and use datasets to create value. I now understand that building valuable data takes time, that new datasets can enhance the value of existing datasets, and that proprietary datasets can provide a competitive advantage. I also learned what an organisation needs to be successful with data: infrastructure that allows easy access to the right data, compliance with data privacy and regulatory standards, skilled talent, and a culture that encourages innovation. This has improved my understanding of the strategic, technical, and cultural factors necessary for effective data use and informed my perspective on data-driven decision-making.",K1 B7 B2 K2 K4 K9 S12," - "," - "," - "," - "
13/08/2025,10:00 AM,10:30 AM,30,Approved,Self-led Learning on EDUKATE,"I learned about the concept of big data, including the 5 V’s: Volume, Variety, Velocity, Veracity, and Value. I also explored the factors that have contributed to the growth of big data, such as decreasing CPU and storage costs, the increasing volume of data being logged, and reduced data transfer costs. Additionally, I learned what a regression problem is in machine learning — predicting a continuous numerical outcome based on input variables. This has improved my understanding of the big data landscape, why it has expanded rapidly, and given me a foundational understanding of supervised learning problems like regression.",K14 B4 S15 K4 K6 K13," - "," - "," - "," - "
11/08/2025,2:00 PM,3:30 PM,90,Approved,Workplace Development,"I learned how to format an ETL schema generator by combining dot notation and function arguments with my understanding of lists to programmatically create a JSON file. This allowed me to define a structured schema efficiently and ensured that the resulting JSON accurately represents the intended data layout. This has improved my ability to automate schema creation, strengthened my understanding of nested data structures, and given me confidence in applying Python programming to support ETL workflows.",S15 K3 K6 S4 B4," - "," - "," - "," - "
11/08/2025,1:00 PM,2:00 PM,60,Approved,Workplace Development,"I learned how to use Hue to access Amazon S3 storage and manually inspect raw data files. This allowed me to verify that the values and formats in the dataset matched the data dictionary and to identify any discrepancies. This has improved my understanding of navigating cloud storage, strengthened my ability to perform manual data validation, and ensures I can confirm the accuracy and completeness of data before further analysis.",S4 S15 S6 B4 K3 K6 K8," - "," - "," - "," - "
08/08/2025,2:30 PM,3:15 PM,45,Approved,Workplace Development,"I learned about the benefits of functional programming compared to object-oriented programming. I now understand that functional programming emphasises immutability, simpler testing, and predictable outputs, while object-oriented programming focuses more on encapsulation and modular structure. I also learned a shorthand way of thinking about pure functions — they can be thought of as something that could be replaced with a lookup table, as their outputs depend only on their inputs. This has given me a clearer conceptual understanding of functional programming and has improved my ability to decide when a functional approach may be preferable, particularly for data transformations.",K6 K13 S15 B4 B6," - "," - "," - "," - "
08/08/2025,1:30 PM,2:00 PM,30,Approved,Workplace Development,"I gained more of an introduction to object-oriented programming (OOP), particularly the challenges of testing code built with classes and objects. I learned that while OOP is often explained using real-world metaphors, it is more useful to think about it conceptually in terms of structure, behaviour, and relationships rather than forcing exact real-world comparisons. This has improved my understanding of how to approach OOP design logically, given me more awareness of where testing may be more complex, and strengthened my ability to think about modular and reusable code structures.",B6 K6 S4 S15 B4," - "," - "," - "," - "
08/08/2025,10:30 AM,11:45 AM,75,Approved,Workplace Development,"I learned how to use dataset metadata to design and apply regular expressions (regex) in different formats for building a data dictionary. Through this process, I developed a better understanding of regex syntax, including using multiple conditions within patterns. This has improved my ability to validate and standardise data fields efficiently, and given me more confidence in applying regex to support data quality checks and metadata-driven automation.",K3 K6 K8 S3 S6 B5 S15 B4," - "," - "," - "," - "
07/08/2025,3:30 PM,5:00 PM,90,Approved,Workplace Development,"I learned how to use a data dictionary to retrieve the official/allowed values for key fields. Using Excel functions, I split and cleaned raw labels and built a conversion (mapping) table for downstream users. I also identified how naming inconsistencies were breaking automation and learned how to normalise these values to make joins, lookups and validation reliable. This has improved my understanding of standardising categorical data and gives me a repeatable approach I can apply to future datasets.",S6 K3 K8 K9 S3 S7 S14 S15 B2 B4 B5," - "," - "," - "," - "
06/08/2025,3:00 PM,4:30 PM,90,Approved,Self-led Learning outside of EDUKATE,"I learned how to create and work with two-dimensional lists in Python. I can now define nested lists and understand how to access specific elements using row and column indexing. I also gained experience in modifying elements within a two-dimensional list and learned how to remove elements effectively. This has given me a stronger foundation in handling tabular-style data structures, improved my confidence in working with nested data, and allows me to manipulate list-based datasets more efficiently for analysis and transformation.",K6 S4 S15 B4," - "," - "," - "," - "
06/08/2025,12:00 PM,1:00 PM,60,Approved,Self-led Learning outside of EDUKATE,"I learned how to use Python’s match statements with case clauses and how they compare to using multiple if/elif conditions. I now understand that match provides a cleaner and more structured way to handle multiple discrete options, whereas if/elif is more flexible for evaluating complex conditions. This has given me clearer insight into when to use each approach, which improves the readability and efficiency of my code. I now feel more confident in choosing the right control flow structure depending on the problem I need to solve.",B5 B4 S15 S4 K6," - "," - "," - "," - "
06/08/2025,11:00 AM,12:00 PM,60,Approved,Self-led Learning outside of EDUKATE,"I learned how to use conditional statements in Python, including if, else, and elif. I now understand that multiple if statements will all trigger if their conditions are true, whereas elif provides a way to evaluate exclusive conditions in sequence. This has given me a better grasp of control flow in programming, allowing me to write more efficient and predictable logic in my code. I now feel more confident in structuring decision-making processes in scripts and data workflows.",B5 S4 B4 S15 K6," - "," - "," - "," - "
06/08/2025,10:00 AM,10:45 AM,45,Approved,Self-led Learning outside of EDUKATE,"I learned how to apply Boolean operators (AND, OR, NOT) within my analysis. I now understand how these operators combine or exclude conditions when filtering datasets, which improves my ability to create more precise queries. This has given me a clearer understanding of logical expressions in data analysis, and allows me to design filters that return only the required results. It has improved my confidence in constructing conditional logic for data exploration and cleaning.",B4 S15 S4 K3 K6," - "," - "," - "," - "
05/08/2025,2:30 PM,4:00 PM,90,Approved,Workplace Development,"I gained a deeper understanding of how PySpark window specifications work and how they differ from groupBy operations. I learned that window functions allow row-level calculations across partitions, whereas groupBy produces aggregated results at the group level. I also explored the difference between a GroupedData object and column-based aggregation functions, and discovered that the agg() method is required when applying multiple or more complex aggregations. This has given me clearer insight into when to use each approach, improved my ability to choose the right technique depending on the analysis required, and strengthened my confidence in writing more efficient and flexible PySpark queries.",K6 B5 B4 S15 S4 K13 K3," - "," - "," - "," - "
04/08/2025,2:00 PM,3:30 PM,90,Approved,Workplace Development,"I learned how to use PySpark’s window functions alongside key descriptive methods such as describe, summary, and count. This gave me a better understanding of how to perform aggregate operations over partitions of data and compare results across groups without losing detail at the row level. I also gained insight into how describe and summary provide different statistical perspectives of a dataset, which allows me to quickly check data quality and distribution. This has improved my confidence in handling large datasets efficiently and enhanced my ability to choose the right approach for exploratory data analysis in PySpark.",K3 B5 B4 S15 S4 K13 K6," - "," - "," - "," - "
24/07/2025,11:00 AM,2:00 PM,180,Approved,Workplace Development,"Learned the differences between starting a new local repository using git init and adding files versus cloning an existing online repository using git clone. Also explored how to use git fetch to update local copies with changes from the remote repository. This has improved my understanding of version control workflows for both creating new projects and collaborating on existing ones, ensuring smooth integration of local and remote work.",B1 K12 S12 B3," - "," - "," - "," - "
23/07/2025,2:00 PM,4:30 PM,150,Approved,Self-led Learning outside of EDUKATE,"Learned how to use exponents and modulo operations, including applying modulo to check if numbers are even or odd and to convert minutes into hours and minutes. Also learned about the += operator for incremental addition and string concatenation, as well as how to incorporate user inputs into programs. This has enhanced my foundational programming skills, enabling me to perform arithmetic operations, manipulate strings, and interact with users effectively.",B4 S4 K6," - "," - "," - "," - "
23/07/2025,12:00 PM,12:30 PM,30,Approved,Self-led Learning on EDUKATE,"Learned more about the concepts of copying data and implicit inheritance in Python, particularly how methods like drop behave in relation to these concepts. This has improved my understanding of how data manipulations affect the original datasets versus copies, helping me avoid unintended side effects during analysis.",S4 K6 B4," - "," - "," - "," - "
22/07/2025,2:30 PM,5:00 PM,150,Approved,Workplace Development,"Expanded my knowledge of Git by using commands such as status to check repository state, navigating with Vim for editing commit messages, and adding multiple comments in commits. Learned how to switch branches using checkout, perform commits to save changes, and create pull requests on GitHub for code review and collaboration. This has improved my confidence in version control workflows and collaborative development practices.",S12 B3 B1 K12," - "," - "," - "," - "
18/07/2025,12:45 PM,3:45 PM,180,Approved,Workplace Development,"Created a function with a loop for the first time, which automated repetitive tasks and improved code efficiency. Also learned how to convert 'n/a' values to alternative values to prevent errors and ensure other functionality runs smoothly. This has enhanced my programming skills and my ability to handle missing or inconsistent data effectively.",K3 S2 B2 B4 S6," - "," - "," - "," - "
17/07/2025,10:24 AM,10:09 PM,5025,Approved,Imported,OTJ data imported from Aptem,," - "," - "," - "," - "
15/07/2025,4:10 PM,5:30 PM,80,Approved,Workplace Development,"I enhanced and refactored my previous code to address a limitation of the pandas' rank function, which typically only works on a single column. I now know how to devise a custom approach to rank data based on three columns simultaneously, which has significantly reduced duplicate entries in my dataset. Additionally, I learned how to improve the readability and maintainability of my code by minimizing duplication, which has enhanced my problem-solving skills and my ability to write more efficient and scalable code.",K3 S2 S4 B2 B4," - "," - "," - "," - "
15/07/2025,2:35 PM,4:10 PM,95,Approved,Workplace Development,"Expanded my knowledge of Confluence documentation by learning how to effectively use labels for categorisation, create and assign tasks, generate task reports to track progress, and implement automations to streamline workflow management. This has enhanced my ability to organise project documentation efficiently, improve team collaboration, and maintain clear oversight of task statuses.",B3 B1 S12 K7," - "," - "," - "," - "
15/07/2025,12:00 PM,1:55 PM,115,Approved,Workplace Development,"Learned how to use literals in PySpark to add a column with a fixed integer value rather than a value derived from a function or existing data. This has improved my ability to create new columns with constant values efficiently, which supports clearer and more flexible data transformations in PySpark workflows.",K6 S2 B4 S4," - "," - "," - "," - "
14/07/2025,10:20 AM,1:00 PM,160,Approved,Workplace Development,Learned how to filter columns in PySpark and remove duplicates from datasets efficiently. Also gained an understanding of PySpark's lazy loading mechanism and how using the show() method forces execution and displays the data immediately. This has improved my confidence in managing large datasets in PySpark and knowing when computations actually run.,S2 K6 B4 S4," - "," - "," - "," - "
11/07/2025,1:00 PM,4:00 PM,180,Approved,Self-led Learning on EDUKATE,"Reaffirmed that when using indexing with slicing, the start and end positions depend on the polarity (positive or negative) of the step input, which affects how data subsets are selected. Also learned about the built-in display function and how it can be used to visually present multiple DataFrames simultaneously, improving data review and comparison. This has enhanced my understanding of precise data selection and improved my ability to present data clearly during analysis.",S4 K6 S14," - "," - "," - "," - "
08/07/2025,12:30 PM,1:30 PM,60,Approved,Workplace Development,"Created a README file with a clear and structured format to present the goals, methodology, observations, and conclusions of an analysis project. This has helped me understand how to clearly document the purpose and approach of my work so it is easy for others to follow, review, and build upon. This improves my ability to communicate my analysis process and outcomes effectively and maintain good documentation standards.",K12 K9 B1 B3 K7," - "," - "," - "," - "
07/07/2025,3:15 PM,4:55 PM,100,Approved,Workplace Development,"Expanded my knowledge of grouping data by learning how to assign counts within groups and rank the items based on these counts. Also learned how to merge DataFrames to compare different ranking criteria against common entries. This has improved my confidence in performing more advanced aggregations and comparisons, which supports better insights when working with grouped data.",K3 K13 S2 S4 S10 B4," - "," - "," - "," - "
07/07/2025,12:00 PM,1:30 PM,90,Approved,Workplace Development,"Learned how to remove duplicate rows from a dataset based on a single specified column, which helps ensure the uniqueness of key values while keeping the relevant data. Also learned how to reset the index after filtering or reordering a DataFrame, which improves the structure and makes the data easier to read and work with. This has given me more confidence in cleaning and preparing datasets to maintain data quality and usability.",S6 S2 K8 K3 B4," - "," - "," - "," - "
07/07/2025,11:00 AM,12:00 PM,60,Approved,Workplace Development,"Learned that when importing a file into Spark and then using pandas for further manipulation, the data types can often be automatically converted to strings — for example, numeric columns may become strings and boolean values like TRUE may be converted to the string 'True'. This has given me a better understanding of the importance of checking and explicitly setting data types when moving data between Spark and pandas. This helps ensure that further analysis and calculations use the correct data types and prevents errors later in the process.",K6 S6 K8 B4," - "," - "," - "," - "
07/07/2025,9:00 AM,10:00 AM,60,Approved,Workplace Development,"Learned how to use raw strings (r-strings) in PySpark to handle file paths more effectively by avoiding errors caused by escape characters like backslashes. This has given me a clearer understanding of how to write cleaner, more reliable file path code, which reduces mistakes when accessing files across different systems. This skill improves my confidence when setting up data input and output paths in PySpark workflows.",B4 S1 K12 K6," - "," - "," - "," - "
03/07/2025,9:30 AM,10:30 AM,60,Approved,Workplace Development,"Learned how to set up the basics of a PySpark session and how to install and import the pandas library for data manipulation within a PySpark workflow. Also learned how to upload a CSV file to Hive and Amazon S3, which has given me a better understanding of how to store and access data using cloud and distributed systems. This has improved my confidence in setting up environments for large-scale data processing and knowing when to use different storage options.",K12 K6 S4 B2," - "," - "," - "," - "
02/07/2025,1:30 PM,5:00 PM,210,Approved,Live Sessions,"Learned how to use a boolean mask to apply filters to a dataset, including how to match strings using wildcard-like patterns for flexible filtering. Practiced chaining methods to list all unique items in a column, count them, and convert the result into a dictionary for easier analysis. Also learned how to check whether a series or column contains any NaN values and how to combine multiple conditions using boolean masks to create more advanced filters, such as finding all rows with maximum values. This has improved my ability to write more efficient, accurate, and flexible queries when analysing data.",S7 S2 K3 B2 B4," - "," - "," - "," - "
01/07/2025,2:30 PM,4:00 PM,90,Approved,Workplace Development,"Reviewed an EPIDD (Extract, Process, Integrate, Deliver, and Document) document from a client and broke down my observations to identify information relevant to an ETL process. I learned how to assess what details are useful for planning extraction, transformation, and loading steps, and recognised what important information might be missing, such as data formats, source system details, or transformation rules. This has improved my confidence in reviewing documentation and ensuring all requirements for an ETL pipeline are clear and complete.",B4 K10 S2 S7 B2 K3," - "," - "," - "," - "
01/07/2025,12:00 PM,1:00 PM,60,Approved,Workplace Development,"Learned the basics of ETL (Extract, Transform, Load) processes and how they are used to collect, clean, and prepare data from multiple sources for business use. This has given me a clearer understanding of how ETL helps ensure that data is accurate, consistent, and ready for analysis. I now know when and why ETL is needed, which improves my confidence in planning how to handle data for different business requirements.",S2 K10 K3 S4," - "," - "," - "," - "
01/07/2025,10:30 AM,11:15 AM,45,Approved,Workplace Development,"Learned the basics of scientific notation and how it is used to simplify the representation of very large or very small numbers in data. This has helped me understand how scientific notation can reduce memory usage for different datatypes, which is useful when writing documentation and working with data structures. I now know when using scientific notation is most appropriate, which gives me more confidence in choosing suitable data formats and explaining this clearly to others.",K8 B4 S4 K6," - "," - "," - "," - "
